17/02/2021;19:39:17;Haute Saintonge;45.2407402568;-0.0945673607244;45.2405143432;-0.0947760392756;45.2406273;-0.0946717;303.040532;
17/02/2021;19:40:25;0;00:00.00;
17/02/2021;19:41:32;1;01:06.39;
17/02/2021;19:42:39;2;01:07.58;
17/02/2021;19:43:45;3;01:06.01;
17/02/2021;19:44:53;4;01:07.46;
17/02/2021;19:45:58;5;01:05.28;
17/02/2021;19:47:07;6;01:08.44;
17/02/2021;19:48:13;7;01:06.03;
