17/02/2021;19:38:46;Jerez;36.7081942568;-6.03321434763;36.7083553435;-6.03294485188;36.7082748;-6.0330796;143.291977;
17/02/2021;19:40:28;0;00:00.00;
17/02/2021;19:42:25;1;01:57.67;
17/02/2021;19:44:20;2;01:54.83;
17/02/2021;19:46:20;3;02:00.04;
17/02/2021;19:48:17;4;01:57.14;
17/02/2021;19:50:14;5;01:56.62;
17/02/2021;19:52:11;6;01:56.39;
17/02/2021;19:54:11;7;02:00.77;
